Id,Module,Label,Path
TLoyaltyProgram.FrameEffect,TLoyaltyProgram,FrameEffect,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/LoyaltyProgram/Impl/Onboarding/FrameEffect.swift
TProto.Travel_App_Backend_Api_Hotels_V1_HotelRoom,TProto,Travel_App_Backend_Api_Hotels_V1_HotelRoom,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotels_v1_offers.pb.swift
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewActionExt0._StorageClass,TProto,Travel_App_Backend_Api_Urlparser_V1_ModalViewActionExt0._StorageClass,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/urlparser_v1_screen.pb.swift
TTripsAPI.SeasideResortFlagsDetailsModel,TTripsAPI,SeasideResortFlagsDetailsModel,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Trips/API/SeasideResortFlagsDetailsModel.swift
TInputs.WeekendSuggestInputView_Previews,TInputs,WeekendSuggestInputView_Previews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Inputs/Impl/Views/Weekend/WeekendSuggestInputView.swift
TProto.Travel_App_Backend_Api_Commonorder_V1_OrderPaymentOptionExt0,TProto,Travel_App_Backend_Api_Commonorder_V1_OrderPaymentOptionExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/commonorder_v1_commonpayment.pb.swift
TTripsAPI.TripGuideConfig,TTripsAPI,TripGuideConfig,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Trips/API/TripGuideConfig.swift
TNetwork.JWTStateExt0,TNetwork,JWTStateExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Network/Impl/JWT/JWTState.swift
Travel.HotelDetailsAmenitiesViewExt0.Group,Travel,HotelDetailsAmenitiesViewExt0.Group,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/HotelDetails/Views/HotelDetails/HotelDetailsAmenitiesView+Model.swift
TProto.Travel_App_Backend_Api_Hotelscommon_V1_LoyaltyNotification,TProto,Travel_App_Backend_Api_Hotelscommon_V1_LoyaltyNotification,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotelscommon_v1_loyalty_notification.pb.swift
TAnalytics.MetricErrorExt0.DeeplinkError,TAnalytics,MetricErrorExt0.DeeplinkError,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Analytics/Impl/MetricEvents/MetricEvent+deeplinks.swift
TGallery.ImageSliderContainerExt0,TGallery,ImageSliderContainerExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Gallery/Impl/ImageSlider/ImageSliderContainer.swift
TravelUITests.AnalyticsEventExt0,TravelUITests,AnalyticsEventExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/UITests/Cases/ConfigTests.swift
TLoyaltyProgram.LoyaltyService,TLoyaltyProgram,LoyaltyService,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/LoyaltyProgram/Impl/LoyaltyService.swift
TFonts.CTFontExt0,TFonts,CTFontExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Fonts/Impl/Font+TravelFont.swift
TUIComponents.SharingActivityControllerCreator,TUIComponents,SharingActivityControllerCreator,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/UIComponents/Impl/SharingActivityCreator/SharingActivityCreator.swift
TCalendar.TicketPriceSkeletonView,TCalendar,TicketPriceSkeletonView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Calendar/Impl/Views/Common/TicketPriceSkeletonView.swift
TProto.Travel_App_Backend_Api_Avia_V1_SearchFiltersReq.TransferAirportsFilter,TProto,Travel_App_Backend_Api_Avia_V1_SearchFiltersReq.TransferAirportsFilter,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/avia_v1_avia.pb.swift
TTrips.SkiResortTrailsView_Previews.PreviewModifier,TTrips,SkiResortTrailsView_Previews.PreviewModifier,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Trips/Impl/TripGuide/View/SkiResort/Trails/SkiResortTrailsView.swift
TMapKit.MapViewExt0.CameraPositionUpdateModel,TMapKit,MapViewExt0.CameraPositionUpdateModel,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/MapKit/Impl/MapView/MapViewCameraPositionUpdateModel.swift
Travel.AirportsListView_Previews,Travel,AirportsListView_Previews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Filters/Avia/Views/AirportsFilter/AirportsListView.swift
TProto.Travel_App_Backend_Api_Hotelorder_V1_CreateOrderReq,TProto,Travel_App_Backend_Api_Hotelorder_V1_CreateOrderReq,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotelorder_v1_hotel_order_api.pb.swift
Travel.FilterDisclosureCellExt0,Travel,FilterDisclosureCellExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Filters/FilterDisclosureCell.swift
TTripsAPI.TripScreen,TTripsAPI,TripScreen,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Trips/API/TripGuideScreen.swift
TUIUtils.RemoteImageError,TUIUtils,RemoteImageError,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/UIUtils/Impl/ImageLoading/RemoteImage/RemoteImageError.swift
TProto.Travel_App_Backend_Api_Geolocation_V1_GeoPoint,TProto,Travel_App_Backend_Api_Geolocation_V1_GeoPoint,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/geolocation_v1_geolocation.pb.swift
Travel.HotelsFiltersViewExt0,Travel,HotelsFiltersViewExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Filters/HotelsFiltersView.swift
TProto.Travel_App_Backend_Api_Trips_V1_DeleteSummaryStoryResponseExt0,TProto,Travel_App_Backend_Api_Trips_V1_DeleteSummaryStoryResponseExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/trips_v1_trips_api.pb.swift
TSnapshotKit.TestableExt0,TSnapshotKit,TestableExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/SnapshotKit/Impl/View+assertSnapshot.swift
TCheckoutAPI.CheckInRulesModel.DepositRule,TCheckoutAPI,CheckInRulesModel.DepositRule,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/API/Models/Submodels/CheckInRulesModel.swift
Travel.YMKIconStyleExt0,Travel,YMKIconStyleExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/HotelMap/OldMapView.swift
TProto.Travel_App_Backend_Api_Maprecommendations_V1_OpenHoursAtDayExt0,TProto,Travel_App_Backend_Api_Maprecommendations_V1_OpenHoursAtDayExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/maprecommendations_v1_map_recommendations.pb.swift
TTripSummary.TripSummaryGraph,TTripSummary,TripSummaryGraph,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/TripSummary/Impl/TripSummaryGraph.swift
TUIUtils.RepeatedLottieView,TUIUtils,RepeatedLottieView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/UIUtils/Impl/RepeattedLottieView.swift
TModels.Price,TModels,Price,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Models/Impl/Price.swift
TravelUnitTests.HotelsSerpExecuterTests,TravelUnitTests,HotelsSerpExecuterTests,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/UnitTests/TestCases/HotelsSerpExecuterTests.swift
Travel.PromoCodeStateMachineExt0,Travel,PromoCodeStateMachineExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/PromoCode/PromoCodeStateMachine.swift
TLoyaltyContext.BenefitBadgeViewModel,TLoyaltyContext,BenefitBadgeViewModel,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/LoyaltyContext/Impl/BenefitBadge/BenefitBadgeViewModel.swift
TNavigation.RoutableCollectionExt5,TNavigation,RoutableCollectionExt5,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Navigation/Impl/RoutableCollection+utilities.swift
TravelUITests.TripsScreen,TravelUITests,TripsScreen,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/UITests/Screens/TripsScreen.swift
TInputs.SuggestCell_Previews,TInputs,SuggestCell_Previews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Inputs/Impl/Views/SuggestCell.swift
TProto.Travel_App_Backend_Api_Hotels_V1_CancellationInfoAggregate,TProto,Travel_App_Backend_Api_Hotels_V1_CancellationInfoAggregate,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotels_v1_offers.pb.swift
Lab.StoreContentView,Lab,StoreContentView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Lab/Impl/StoreContentView.swift
TTripSummary.WelcomeStoryViewService,TTripSummary,WelcomeStoryViewService,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/TripSummary/Impl/Stories/WelcomeStory/Service/WelcomeStoryViewService.swift
Travel.FavoritesGraphExt1,Travel,FavoritesGraphExt1,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Favorites/FavoritesGraph.swift
TTrips.WeatherForecastTypeExt0,TTrips,WeatherForecastTypeExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Trips/Impl/TripGuide/Mappers/WeatherForecastType+protoMapper.swift
TGallery.ImageSliderNavigationExt0,TGallery,ImageSliderNavigationExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Gallery/Impl/Navigation/ImageSlider+NavigationMetricEvent.swift
TInputs.SmallInformationCell_Previews.PreviewModifier,TInputs,SmallInformationCell_Previews.PreviewModifier,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Inputs/Impl/Views/SmallInformationButtonView.swift
Travel.RoomPlacementInfoView,Travel,RoomPlacementInfoView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/HotelRooms/Views/Offers/RoomPlacementInfoView.swift
TCheckout.CheckoutEffectHandlerExt0,TCheckout,CheckoutEffectHandlerExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/Impl/Checkout/Store/CheckoutEffectHandler+validation.swift
TAppConfig.URLErrorExt0,TAppConfig,URLErrorExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/AppConfig/Impl/ConfigService.swift
TProto.Travel_App_Backend_Api_Trips_V1_GetSummaryRequest,TProto,Travel_App_Backend_Api_Trips_V1_GetSummaryRequest,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/trips_v1_trips_api.pb.swift
TNetwork.URLRequestExt0,TNetwork,URLRequestExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Network/Impl/HTTPHeader.swift
TAviaSnippet.HandLuggageView_Previews,TAviaSnippet,HandLuggageView_Previews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/AviaSnippet/Impl/Views/HandLuggageView.swift
Travel.FavoritesCategoriesStateMachine,Travel,FavoritesCategoriesStateMachine,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Favorites/FavoritesCategoriesStateMachine.swift
TInputs.SearchInformationCommonStateMachine,TInputs,SearchInformationCommonStateMachine,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Inputs/Impl/Services/SearchInformationCommonStateMachine.swift
TFavoritesCore.FavoriteHotelsStateMachine,TFavoritesCore,FavoriteHotelsStateMachine,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/FavoritesCore/Impl/StateMachine/FavoriteHotelsStateMachine.swift
TFiltersAPI.HotelsSearchSortIdExt0,TFiltersAPI,HotelsSearchSortIdExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Filters/API/HotelsSearchSort.swift
TAnalytics.EcomScreen,TAnalytics,EcomScreen,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Analytics/Impl/EcomEvents/EcomScreen.swift
Travel.AviaSerpSkeleton,Travel,AviaSerpSkeleton,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/ReusableUI/SerpSkeletons/AviaSerpSkeleton.swift
TProto.Travel_App_Backend_Api_Hotels_V1_SimilarHotelsInfo,TProto,Travel_App_Backend_Api_Hotels_V1_SimilarHotelsInfo,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotels_v1_hotels.pb.swift
TravelUnitTests.ColorPalette,TravelUnitTests,ColorPalette,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/UnitTests/TestCases/ColorMappingTests.swift
TCheckoutAPI.CancellationSheetView_Previews,TCheckoutAPI,CancellationSheetView_Previews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/API/Models/CancellationSheetView.swift
TUIUtils.AvatarRenderer,TUIUtils,AvatarRenderer,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/UIUtils/Impl/Avatar/AvatarRenderer.swift
TSmartCamera.ObjectDetectionConfigExt0,TSmartCamera,ObjectDetectionConfigExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/SmartCamera/Impl/SmartCameraSDKGraph.swift
Travel.TransferAirportsView_Previews,Travel,TransferAirportsView_Previews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Filters/Avia/Views/TransferFilter/TransferAirportsView.swift
TProto.Travel_App_Backend_Api_Promo_V1_LoyaltyLevel,TProto,Travel_App_Backend_Api_Promo_V1_LoyaltyLevel,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/promo_v1_loyalty.pb.swift
TProto.Travel_App_Backend_Api_Hotelscommon_V1_LoyaltyNotificationTooltipBeginner,TProto,Travel_App_Backend_Api_Hotelscommon_V1_LoyaltyNotificationTooltipBeginner,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotelscommon_v1_loyalty_notification.pb.swift
TCheckoutAPI.AdditionalGuestsModel.Guest,TCheckoutAPI,AdditionalGuestsModel.Guest,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/API/Models/Submodels/AdditionalGuestsModel.swift
TProto.Travel_App_Backend_Api_Notifications_V1_UpdateSubscriptionsResponseExt0,TProto,Travel_App_Backend_Api_Notifications_V1_UpdateSubscriptionsResponseExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/notifications_v1_notifications_api.pb.swift
TLoyaltyProgram.LoyaltyFAQView_DeveloperPreviews,TLoyaltyProgram,LoyaltyFAQView_DeveloperPreviews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/LoyaltyProgram/Impl/Views/LoyaltyFAQView.swift
TAccountManagement.MigrationMode,TAccountManagement,MigrationMode,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/AccountManagement/Impl/MigrationMode.swift
TLoyaltyProgram.LoyaltyAdviceView,TLoyaltyProgram,LoyaltyAdviceView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/LoyaltyProgram/Impl/Views/LoyaltyAdviceView.swift
TProto.Travel_App_Backend_Api_Hotels_V1_FavoriteHotelOffer,TProto,Travel_App_Backend_Api_Hotels_V1_FavoriteHotelOffer,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotels_v1_favorites.pb.swift
TProto.Travel_App_Backend_Api_Aviaprice_V1_PriceItem,TProto,Travel_App_Backend_Api_Aviaprice_V1_PriceItem,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/aviaprice_v1_avia_price_api.pb.swift
TCheckoutAPI.CheckoutLegalModel.ReferenceInfo,TCheckoutAPI,CheckoutLegalModel.ReferenceInfo,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/API/Models/Submodels/CheckoutLegalModel.swift
Travel.DeeplinkWaitingViewExt0.Status,Travel,DeeplinkWaitingViewExt0.Status,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Deeplinking/View/WaitingView/DeeplinkWaitingViewModel.swift
TTrips.SeasideResortBingoViewExt0,TTrips,SeasideResortBingoViewExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Trips/Impl/TripGuide/View/SeasideResort/Bingo/SeasideResortBingoViewModel.swift
Travel.PushModalButtonGradient.Layout,Travel,PushModalButtonGradient.Layout,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/PushModal/View/PushModalButtonGradient.swift
TFormatters.CurrencyFormatterExt0,TFormatters,CurrencyFormatterExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Formatters/Impl/CurrencyFormatter.swift
TProto.Travel_App_Backend_Api_Serverconfig_V1_AviaSearchFormExt0,TProto,Travel_App_Backend_Api_Serverconfig_V1_AviaSearchFormExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/serverconfig_v1_server_config.pb.swift
Travel.DiscoveryCardModel,Travel,DiscoveryCardModel,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Discovery/Subviews/DiscoveryCarouselView/DiscoveryCarouselModel.swift
TCheckout.RoomInfoView_Previews,TCheckout,RoomInfoView_Previews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/Impl/HotelInfo/Views/RoomInfoView.swift
TProto.Travel_App_Backend_Api_Home_V1_LogTripSummaryInteractionResponse,TProto,Travel_App_Backend_Api_Home_V1_LogTripSummaryInteractionResponse,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/home_v1_home_api.pb.swift
TProto.Travel_App_Backend_Api_Journal_V1_JournalItemExt0,TProto,Travel_App_Backend_Api_Journal_V1_JournalItemExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/journal_v1_journal_api.pb.swift
Travel.FavoritesCategoriesSkeleton,Travel,FavoritesCategoriesSkeleton,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Favorites/Views/FavoritesCategoriesSkeleton.swift
TAnalytics.MetricEventExt1,TAnalytics,MetricEventExt1,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Analytics/Impl/MetricEvents/MetricEvent+config.swift
TravelUnitTests.PlusHappyPageViewTests,TravelUnitTests,PlusHappyPageViewTests,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/UnitTests/TestCases/PlusHappyPageViewTests.swift
TravelUnitTests.SkeletonTests,TravelUnitTests,SkeletonTests,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/UnitTests/SnapshotTests/SkeletonTests.swift
Travel.HotelsSerpViewExt0.Layout,Travel,HotelsSerpViewExt0.Layout,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Serp/Views/HotelsSerpView.swift
TSmartCamera.SmartCameraSDKGraphExt0,TSmartCamera,SmartCameraSDKGraphExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/SmartCamera/Impl/SmartCameraSDKGraph.swift
TAnalytics.ConfigReceiveFailType,TAnalytics,ConfigReceiveFailType,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Analytics/Impl/MetricEvents/MetricEvent+config.swift
TCheckoutAPI.SbpAnnotationModel,TCheckoutAPI,SbpAnnotationModel,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/API/Models/Submodels/SbpAnnotationsModel.swift
TCheckout.CommentToHotelView_Previews.PreviewModifier,TCheckout,CommentToHotelView_Previews.PreviewModifier,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/Impl/CommentToHotel/CommentToHotelView.swift
TFilters.FilterBlockView,TFilters,FilterBlockView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Filters/Impl/Components/FilterBlock/FilterBlockView.swift
Travel.ProfileGraph,Travel,ProfileGraph,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Profile/ProfileGraph.swift
Travel.HotelDetailsFooterView,Travel,HotelDetailsFooterView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/HotelDetails/Views/HotelDetails/HotelDetailsFooterView.swift
THotelDetailsMap.PanoViewRepresentable,THotelDetailsMap,PanoViewRepresentable,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/HotelDetailsMap/Impl/Panorama/PanoViewRepresentable.swift
TNotificationsInContext.NotificationsPermissionModel,TNotificationsInContext,NotificationsPermissionModel,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/NotificationsInContext/Impl/NotificationsPermissionModel.swift
TProto.Travel_App_Backend_Api_Hotelscommon_V1_HotelID.OneOf_Value,TProto,Travel_App_Backend_Api_Hotelscommon_V1_HotelID.OneOf_Value,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotelscommon_v1_common.pb.swift
TProto.Travel_App_Backend_Api_Home_V1_UserStepsExt0,TProto,Travel_App_Backend_Api_Home_V1_UserStepsExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/home_v1_trip_summary.pb.swift
TProto.Travel_App_Backend_Api_Hotels_V1_EffectExt0,TProto,Travel_App_Backend_Api_Hotels_V1_EffectExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotels_v1_hotels.pb.swift
TProto.Travel_App_Backend_Api_Maprecommendations_V1_LayerIconExt0,TProto,Travel_App_Backend_Api_Maprecommendations_V1_LayerIconExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/maprecommendations_v1_map_recommendations.pb.swift
TProto.Travel_App_Backend_Api_Hotels_V1_GreatOfferInfo,TProto,Travel_App_Backend_Api_Hotels_V1_GreatOfferInfo,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotels_v1_offers.pb.swift
TProto.Travel_App_Backend_Api_Hotels_V1_QuickSorterExt0,TProto,Travel_App_Backend_Api_Hotels_V1_QuickSorterExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotels_v1_hotels.pb.swift
Lab.CitiesSearchStateMachineExt0,Lab,CitiesSearchStateMachineExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Lab/Impl/StoreSample/CitiesSearch/RSM/CitiesSearchStateMachine.swift
TLoyaltyProgram.LoyaltyUserStateMachine,TLoyaltyProgram,LoyaltyUserStateMachine,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/LoyaltyProgram/Impl/LoyaltyUserStateMachine.swift
TCheckoutAPI.CreateOrderRequestModel,TCheckoutAPI,CreateOrderRequestModel,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Checkout/API/Models/RequestsModels/CreateOrderRequestModel.swift
TMapKit.ParkingMapControlExt0,TMapKit,ParkingMapControlExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/MapKit/Impl/MapView/Controls/ParkingMapControl.swift
TInputs.AviaGuestsView_Previews,TInputs,AviaGuestsView_Previews,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Inputs/Impl/Views/AviaGuestsView.swift
TInputs.DirectionTabSelectorsViewExt0,TInputs,DirectionTabSelectorsViewExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Inputs/Impl/Views/DirectionTabSelectorsView.swift
TTheme.ThemeMode,TTheme,ThemeMode,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Theme/Impl/ThemeMode.swift
TUIUtils.CopyingModelExt0,TUIUtils,CopyingModelExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/UIUtils/Impl/CopyingModel.swift
TTrips.WidgetTripSkeletimView_Preview,TTrips,WidgetTripSkeletimView_Preview,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Trips/Impl/DiscoveryTrips/View/WidgetTripSkeletonView.swift
TInputs.AviaLocationSuggestService,TInputs,AviaLocationSuggestService,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Inputs/Impl/Services/AviaLocationSuggestService.swift
THotelDetailsMap.HotelDetailsMapControlsView,THotelDetailsMap,HotelDetailsMapControlsView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/HotelDetailsMap/Impl/HotelMap/View/HotelDetailsMapControlsView.swift
TProto.Travel_App_Backend_Api_Hotels_V1_QueryData,TProto,Travel_App_Backend_Api_Hotels_V1_QueryData,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/hotels_v1_hotels.pb.swift
TProto.Travel_App_Backend_Api_Travelers_V1_GetBonusCardReq,TProto,Travel_App_Backend_Api_Travelers_V1_GetBonusCardReq,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/travelers_v1_travelers_api.pb.swift
TProto.Travel_App_Backend_Api_Trips_V1_ExcursionWidgetButtonExt0,TProto,Travel_App_Backend_Api_Trips_V1_ExcursionWidgetButtonExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/trips_v1_widget.pb.swift
TravelUnitTests.HappyPageTests,TravelUnitTests,HappyPageTests,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/UnitTests/SnapshotTests/HappyPageTests.swift
TProto.Travel_App_Backend_Api_Promo_V1_ExplanatoryBlockExt0,TProto,Travel_App_Backend_Api_Promo_V1_ExplanatoryBlockExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/promo_v1_loyalty.pb.swift
TNotificationsInContext.NotificationSettingsViewExt0.ViewState,TNotificationsInContext,NotificationSettingsViewExt0.ViewState,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/NotificationsInContext/Impl/NotificationSettings/NotificationSettingsView+ViewState.swift
TNetwork.JWTStateExt0.Action,TNetwork,JWTStateExt0.Action,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Network/Impl/JWT/JWTState.swift
TLogging.StubNetworkingLogger,TLogging,StubNetworkingLogger,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Logging/Impl/NetworkingLogger.swift
TPayments.StubPaymentDismissing,TPayments,StubPaymentDismissing,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Payments/Impl/PaymentDismissing+stub.swift
TLoyaltyProgramAPI.LoyaltyLevelBenefits,TLoyaltyProgramAPI,LoyaltyLevelBenefits,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/LoyaltyProgram/API/LoyaltyLevelBenefit.swift
Travel.ModerationBadgeViewExt0,Travel,ModerationBadgeViewExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/HotelDetails/Views/Reviews/ModerationBadgeView.swift
Travel.WaveView,Travel,WaveView,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Travel/Impl/Modules/Discovery/LiquidSwipeView/WaveView.swift
TAviaSnippet.PriceSignsViewExt0,TAviaSnippet,PriceSignsViewExt0,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/AviaSnippet/Impl/Views/PriceSignsView+Model.swift
TProto.Google_Type_DayOfWeekExt1,TProto,Google_Type_DayOfWeekExt1,/Users/rofle100lvl/arcadia/mobile/travel/ios/Targets/Proto/Impl/google/types/dayofweek.pb.swift
